kmer	1	335.69
kmerctl	1	335.18
mini_k8_c0.45	1	435.89
mini_k8_c0.45_noidx	1	289.30
kmer	2	341.69
kmerctl	2	335.74
mini_k8_c0.45	2	420.20
mini_k8_c0.45_noidx	2	285.98
kmer	3	335.53
kmerctl	3	335.60
mini_k8_c0.45	3	423.23
mini_k8_c0.45_noidx	3	294.92
mini_k8_c0.45_auto	1	297.82
mini_k8_c0.45_auto	2	290.35
mini_k8_c0.45_auto	3	288.38
