kmer	1	176.57
kmerctl	1	175.71
mini_k8_c0.62	1	121.99
mini_k8_c0.64	1	130.65
kmer	2	180.22
kmerctl	2	171.52
mini_k8_c0.62	2	125.53
mini_k8_c0.64	2	129.17
kmer	3	172.15
kmerctl	3	179.06
mini_k8_c0.62	3	131.87
mini_k8_c0.64	3	128.12
mini_k8_c0.63	1	126.59
mini_k8_c0.63_noidx	1	146.99
mini_k8_c0.63	2	125.99
mini_k8_c0.63_noidx	2	148.23
mini_k8_c0.63	3	127.10
mini_k8_c0.63_noidx	3	145.56
